session_id,image1,image2
6,2326294,2416198
6,2335010,2316773
6,2343531,2375659
6,2410479,2342418
6,436,2378649
6,4418,2366216
6,2321827,2332981
6,2360064,2326512
6,2402692,2396077
6,2320626,2387227
6,2379110,2345351
6,2412190,1592283
6,2372593,618
6,2368430,2328198
6,2366467,2396240
6,2375882,2321827
6,2367953,2318892
6,2358947,2359731
6,2320450,2364039
6,2398464,2317013
6,2390107,2318892
6,2388562,2319490
6,2323563,2347314
6,2382175,2400881
6,2402454,2320574
6,2326240,2414859
6,618,2390714
6,2356281,713944
6,2398825,2390798
6,2397756,2388370
6,2411837,2381048
6,2353103,2398516
6,2318105,2392498
6,2380471,2411179
6,2351404,2327147
6,2342917,2336009
6,498002,2346854
6,2325199,2352456
6,2360324,2382025
6,2380767,2361570
6,498138,2325348
6,2383736,2396641
6,2360324,2351404
6,2369182,2390498
6,2400881,2383460
6,1454,2412124
6,2392957,2355286
6,2364761,1160123
6,2397540,2407299
6,1592283,2325255
6,2349948,2394198
6,2397214,2407299
6,2351525,2346399
6,2344514,2350007
6,2359071,2335108
6,2378266,2353599
6,4360,2396061
6,2398980,2388988
6,2362260,2410411
6,2324752,2380043
6,2390798,2402660
6,713944,2404319
6,2332399,2344476
6,2379678,2341516
6,2391675,2327796
6,2340433,2395037
6,2345774,2360870
6,2344682,2395971
6,2361786,2358079
6,2361213,2389555
6,2397756,2352698
6,2368465,3479
6,150490,2403330
6,2398763,2391217
6,2376885,2316773
6,2370482,2355636
6,2410411,713768
6,2336327,2401098
6,2369531,2382025
6,2406329,2383191
6,2366401,2318242
6,2365383,2346970
6,2343715,2341516
6,2365515,2376538
6,2325751,2413299
6,2344230,2398121
6,2353355,2404945
6,2336813,2323343
6,2381729,2385410
6,2369197,2352356
6,2320450,2387167
6,2367039,2331683
6,2407890,2373990
6,2352725,2386036
6,2368985,2359731
6,2380702,2336738
6,2321827,2386942
6,2386094,2409815
6,2344317,2345774
6,2400846,2400731
6,2407422,2404383
6,2410005,2349701
6,2347088,2315522
6,2399918,2396176
6,2388988,2344230
6,2328902,2393443
6,2353818,2406455
6,2356793,2361059
6,2411837,1592073
6,2352196,2386158
6,2378572,2403223
6,2327796,2321285
6,2408664,2398825
6,2399197,2402385
6,2396061,2345774
6,2352810,2358000
6,2402728,2404963
6,1159928,2342346
6,2342007,2315522
6,2412998,4527
6,2382988,2344514
6,2396053,2398222
6,2406015,2409213
6,2412280,2412335
6,2379110,2380060
6,2383504,2414859
6,2365515,2409649
6,2389117,2376726
6,2403063,3860
6,2376668,2318345
6,2317030,2356942
6,2405882,2335002
6,2395037,2340386
6,2366401,1707
6,2362483,2390149
6,2318187,2354192
6,2383870,2403391
6,2344605,2385405
6,2336327,2403915
6,2381791,2354680
6,2386292,2395968
6,2336669,2355341
6,2318193,2350112
