image_id,caption_meteor_score_mean,caption_meteor_score_std,caption_bleu_score_mean,caption_bleu_score_std,caption_wordnet_similarity_mean,caption_wordnet_similarity_std,caption_lexical_similarity_mean,caption_lexical_similarity_std,caption_semantic_similarity_mean,number_of_unique_words,number_of_unique_nouns,number_of_unique_verbs,number_of_unique_adjectives,number_of_unique_adverbs,number_of_unique_pronouns,number_of_unique_determiners,number_of_unique_conjunctions,number_of_unique_prepositions,complexity,category,avg_region_similarity,# of SAM segmentations,# of FC-CLIP classes
imm(13).bmp,0.3625152467134145,0.1922757301472091,0.0246697013325372,0.0955897922022614,0.0536393065267994,0.0176601987336424,0.5005918007517222,0.1324099813181118,0.34373528,35,24,9,9,0,0,0,0,1,0.4791235776,test,0.4986685514450073,107,10
imm(14).bmp,0.3300156082407814,0.1485278623950554,0.0354526950124799,0.0946355786288581,0.1517966179801988,0.0470106601155859,0.4550609486889223,0.120296896735426,0.32657787,41,27,5,12,1,1,0,0,2,0.3535124007,test,0.2778931260108948,103,8
imm(15).bmp,0.235851304371334,0.1417809671384425,4.6647263536437856e-79,1.3034682972188624e-78,0.0638044587705535,0.0165429231434681,0.390404256080695,0.1232350360107652,0.2978546,42,28,5,13,0,1,0,0,1,0.8880693603,test,0.3076714277267456,449,18
imm(16).bmp,0.309470276091041,0.1808987072502931,0.0245269150085814,0.1157916982307794,0.1021622114851557,0.0272250809658351,0.4840395257538352,0.1319960970427741,0.28731608,26,15,5,11,0,0,0,0,1,0.6065839527,test,0.4715617001056671,203,7
imm(17).bmp,0.2427270514262873,0.1288395088421712,0.0064725917886976,0.0434194656904049,0.1135845541185213,0.0165366545687509,0.4164997801568309,0.0791772823630825,0.24668163,42,25,8,16,0,1,0,0,1,0.378556594,test,0.2790618538856506,156,9
imm(18).bmp,0.2117360035947583,0.1464694358928445,0.0198148647195926,0.0823530842209208,0.113622504840446,0.0300601356399631,0.4122356833026008,0.1365222163394324,0.25483784,49,32,9,12,0,1,0,0,1,0.5547960323000001,test,0.2550183832645416,161,20
imm(19).bmp,0.2434172971395524,0.1247288647432048,0.0127179527477993,0.0621272167145767,0.1506390118786859,0.0235012763979076,0.405388988885105,0.0995533823692089,0.28440338,34,24,7,7,0,1,1,0,2,0.6153097433,test,0.2703220248222351,179,20
imm(20).bmp,0.4830894625179417,0.208724242306348,0.0907183220429513,0.2139848377809357,0.16976113394091,0.0381585295645047,0.5817429843135793,0.1482201075188411,0.3797682,33,14,8,15,3,0,0,0,1,0.5553861077,test,0.3642419874668121,40,2
imm(21).bmp,0.4521677257527794,0.258386909417714,0.1803717798580442,0.2691631864260665,0.1085473963298891,0.0175926280269892,0.6264163440292615,0.1852859437110454,0.36227444,28,19,7,9,0,0,0,0,2,0.4771162365,test,0.337651640176773,52,9
imm(22).bmp,0.2233440726178351,0.1439192560655946,0.0221883640611692,0.0884425588287955,0.0439868844172343,0.0166089004277238,0.3981578864961961,0.1311868398412127,0.29312456,28,18,6,9,0,0,0,0,1,0.5553861077,test,0.4969393610954284,118,7
imm(23).bmp,0.2239181499183495,0.1404716736923914,0.0067673733654278,0.0453969206226544,0.0889010824713823,0.0243436041258064,0.3944641695001016,0.1222764545003397,0.2863134,36,23,10,8,0,1,0,0,2,0.785780302,test,0.270526111125946,129,29
imm(24).bmp,0.4684142654507134,0.2684245861221087,0.1561108196465548,0.2172306546442209,0.104065460106459,0.032171848505761,0.54900546258343,0.1709276167709201,0.36716032,26,16,6,10,0,0,0,0,1,0.4628441054,test,0.3815831840038299,105,6
imm(25).bmp,0.4683581144312841,0.2468720444186935,0.2140511530387722,0.2839669990890061,0.0909888214297017,0.0338431570030304,0.5298407746561049,0.2078232285949677,0.32647315,37,29,4,11,1,0,0,0,1,0.6564366669999999,test,0.4283907115459442,199,5
imm(26).bmp,0.3297600567096584,0.1388003989234899,0.0253319581955983,0.0841747862803132,0.1440023379919587,0.0215098358464474,0.5000954884709582,0.1210789070812361,0.36031288,46,33,11,13,0,1,0,0,1,0.7621306543,test,0.3778733015060425,215,27
imm(27).bmp,0.2675381689115048,0.1409666498840143,0.0061724867422484,0.0414062998376511,0.0734134594215927,0.0172464601456931,0.4686641758037485,0.0977336069469615,0.32510626,30,20,4,11,0,0,0,0,1,0.410619919,test,0.4372101724147796,144,2
imm(28).bmp,0.5204206643686926,0.2458826345778106,0.0300393220876807,0.1150589490929326,0.184900847872867,0.0375185784572483,0.598873398883421,0.1563744803100086,0.363016,37,22,5,14,0,0,0,0,4,0.3839648272,test,0.3157979547977447,135,2
imm(29).bmp,0.2858783367145349,0.1850456157343408,0.0276171157373706,0.130629094727259,0.1241060126261862,0.0344541984160112,0.5186311471571533,0.1326500444863342,0.3366485,22,16,3,8,0,0,0,0,0,0.3699653739,test,0.4366331994533539,36,6
imm(30).bmp,0.3158230289219212,0.1637289536623883,0.0388795031610368,0.108085391657768,0.094948454047984,0.0316009444556825,0.482756236582797,0.1453475463117554,0.32297117,37,24,6,11,0,0,0,0,1,0.5467101917,test,0.363710343837738,105,7
imm(31).bmp,0.2667894214360204,0.1633788091828457,0.0228864081053724,0.0768244330180519,0.091566704592462,0.0144867512235152,0.3815578056899421,0.1196249495866541,0.29013893,48,31,10,16,0,0,0,0,2,0.7068991747,test,0.3202614784240722,269,30
imm(32).bmp,0.2849654769937012,0.2722872440423804,0.1013599365705041,0.2036283598713548,0.1303951221021297,0.0394064966752649,0.4315156122739406,0.1913810056607182,0.3203132,48,32,4,13,0,0,0,1,3,0.2214087823,test,0.3276421427726745,48,3
imm(33).bmp,0.2218351327555008,0.2085588286409042,0.0313585248200115,0.1598848863170977,0.0578554746647212,0.0209042906233057,0.4213607385270994,0.1462124347243029,0.3280806,35,26,3,9,0,0,0,0,2,0.1231744405,test,0.3499655127525329,34,5
imm(34).bmp,0.4919636491381122,0.2300902776811176,0.0658640566366193,0.1957818255104542,0.172027936876655,0.0248622001108649,0.6272567063792369,0.1849516578022338,0.37588292,24,17,6,8,1,0,0,0,0,0.0707293147299999,test,0.4006841480731964,2,2
imm(35).bmp,0.1856939604271241,0.1340172695090169,0.0077963674380067,0.0522996227068466,0.096079728680883,0.025979629113213,0.3416069013701078,0.0920370971129084,0.27040032,55,38,10,14,0,0,0,0,0,0.2190867489,test,0.2954067587852478,23,5
imm(36).bmp,0.5795501510891511,0.2273795902998442,0.2123927732832033,0.2577714549651079,0.1470088458491015,0.0190299676324255,0.5853458133873224,0.1635696037040071,0.3608508,33,25,8,7,1,0,0,0,0,0.3851056727,test,0.281532883644104,91,5
imm(37).bmp,0.2334691301958848,0.1600184577503237,0.0267985866896475,0.0776229722358279,0.1001689637790642,0.0392245877568097,0.3681261308973917,0.1060430095248349,0.31624454,33,22,4,13,1,0,0,0,1,0.2452024639,test,0.3891215920448303,63,5
imm(38).bmp,0.2790186323269271,0.1343412560674482,0.0100444934083508,0.0471560394861024,0.1041776007100627,0.0226351982709617,0.4330663765284883,0.1247812823280113,0.31432822,51,37,5,14,1,0,0,0,1,0.6606940901999999,test,0.3891737461090088,138,28
imm(39).bmp,0.656784510129894,0.197482309353809,0.253084531201518,0.3017673832157309,0.1392908313259777,0.0171971838614174,0.6683981641722583,0.1543682664961059,0.38627213,48,37,6,6,2,1,0,0,1,0.23761713,test,0.2796352207660675,39,5
imm(40).bmp,0.4115941622904252,0.2441686004909505,0.1064451879278429,0.243838625223739,0.0813614835714675,0.0226031331058091,0.5228021979625537,0.1693243818091139,0.36593246,33,22,4,12,0,0,0,0,1,0.7201100295,test,0.3647041022777557,378,12
imm(41).bmp,0.4846578444959272,0.1966294235240901,0.0543613204069975,0.1336976216155712,0.1632006478078541,0.0185353027039976,0.6473818173805429,0.1104786882966019,0.37025917,36,20,6,19,0,0,0,0,2,0.3417363678,test,0.3193559646606445,143,3
imm(42).bmp,0.2534183712846943,0.1662562556618945,0.0062003542079685,0.0415932404807833,0.105493681391539,0.0200641260711869,0.4218931227968855,0.0964849648414002,0.30942163,45,29,10,14,0,0,0,0,1,0.6983354082,test,0.2664090692996979,177,17
imm(43).bmp,0.5780361992360893,0.2477236946544627,0.1330406735954509,0.2470919656262719,0.1504224840867657,0.0269835864433434,0.628896565264029,0.2214286740149019,0.35440204,44,23,8,15,1,1,0,0,1,0.606406338,test,0.2305494844913482,255,12
imm(44).bmp,0.3394439144829577,0.1876281942656689,0.0612396249322818,0.1755249224500465,0.0941269631958332,0.0253164855028184,0.4398039898103991,0.164341675500333,0.33190405,51,40,3,13,0,2,0,1,0,0.7761827864999999,test,0.363243967294693,265,30
imm(45).bmp,0.333052711973063,0.166541565494774,0.0346973307348846,0.1022204114608724,0.1319189291362848,0.0220841857815622,0.4272155458707262,0.127448414562079,0.3180847,38,24,9,13,1,0,0,0,1,0.1311347031,test,0.3119844496250152,17,4
imm(46).bmp,0.5183231581488618,0.1703073757773093,0.1033156444273235,0.2582652014612912,0.1589541817132697,0.0317786394686583,0.5850492206840722,0.1817183979939757,0.38702294,15,10,5,7,1,0,0,0,0,0.1339009427,test,0.7200130820274353,81,1
imm(47).bmp,0.580435298163398,0.206629394145831,0.2446739889597298,0.2297061954713342,0.140453942132179,0.0154895398382483,0.6120149544784379,0.1585229645261023,0.32404315,35,20,8,14,1,1,0,0,0,0.2433077327,test,0.261321097612381,43,3
imm(48).bmp,0.4197202688505528,0.2642202569218162,0.1567601652363264,0.252747010710654,0.130115206867624,0.0358934156232997,0.5870872833845032,0.1662111172380249,0.36201942,33,24,4,12,0,0,0,0,3,0.464841295,test,0.3465845584869385,37,6
imm(49).bmp,0.1835547928551915,0.1485502434347525,0.0296644591223187,0.0894558132929677,0.0999530224895964,0.0342411597837578,0.3430788631944633,0.122978949042535,0.26438943,35,21,7,12,2,0,0,0,3,0.3052582979,test,0.2803519070148468,19,3
