image_id,number_of_unique_words,number_of_unique_nouns,number_of_unique_verbs,number_of_unique_adjectives,number_of_unique_adverbs,number_of_unique_pronouns,number_of_unique_determiners,number_of_unique_conjunctions,number_of_unique_prepositions,complexity,category,avg_region_similarity,# of SAM segmentations,# of FC-CLIP classes
64.jpg,43,32,3,8,0,0,0,0,2,0.82,test,0.2987140119075775,269,1
65.jpg,34,21,6,11,1,0,0,0,2,0.05,test,0.3970934450626373,285,0
66.jpg,46,35,6,14,0,0,0,0,0,0.47,test,0.3396160900592804,161,1
67.jpg,38,23,8,13,0,0,0,0,1,0.35,test,0.3703382313251495,105,5
68.jpg,35,22,10,11,0,1,0,0,1,0.4,test,0.2695557177066803,60,2
69.jpg,33,21,5,14,1,0,0,0,1,0.14,test,0.2849709689617157,57,0
70.jpg,41,34,6,11,0,1,0,0,0,0.89,test,0.3992604911327362,468,0
71.jpg,48,32,7,13,0,1,0,0,2,0.39,test,0.3346904516220093,93,0
72.jpg,23,17,5,9,0,0,0,0,0,0.19,test,0.5161067843437195,118,0
73.jpg,43,27,10,7,1,0,0,0,1,0.58,test,0.3020380139350891,176,1
74.jpg,30,25,5,11,0,0,0,0,1,0.31,test,0.3589551448822021,119,2
75.jpg,40,26,8,15,0,0,0,0,2,0.37,test,0.3254169225692749,133,4
76.jpg,40,26,10,12,1,0,0,0,1,0.17,test,0.3359493911266327,46,2
77.jpg,35,24,2,14,0,0,0,0,1,0.07,test,0.3356241285800934,29,2
78.jpg,47,31,4,14,0,0,0,0,2,0.52,test,0.3147979974746704,119,1
79.jpg,42,32,8,13,0,0,0,0,0,0.27,test,0.3529658019542694,173,0
80.jpg,32,25,1,8,0,0,0,0,1,0.43,test,0.3918787539005279,169,1
81.jpg,27,19,3,8,0,0,0,0,1,0.78,test,0.4212478995323181,141,3
82.jpg,39,31,3,8,0,0,0,0,0,0.17,test,0.4207958579063415,73,1
83.jpg,39,27,5,12,0,0,0,0,0,0.14,test,0.3321876525878906,57,2
84.jpg,54,39,7,12,0,0,0,0,0,0.64,test,0.2775887846946716,200,2
85.jpg,41,26,9,14,1,0,0,0,2,0.0,test,0.3724967241287231,105,2
86.jpg,57,43,7,7,1,1,0,0,1,0.73,test,0.3202838897705078,329,4
87.jpg,19,13,1,9,0,0,0,0,1,0.12,test,0.5393718481063843,70,1
88.jpg,45,30,7,14,0,1,0,0,1,0.56,test,0.389167457818985,129,3
89.jpg,27,20,7,9,0,0,0,0,1,0.12,test,0.3483875393867492,56,4
90.jpg,52,39,6,12,0,0,0,0,2,0.72,test,0.3184099793434143,263,0
91.jpg,16,12,3,6,0,0,0,0,1,0.03,test,0.5150051116943359,7,0
92.jpg,42,33,4,10,0,0,0,0,1,0.4,test,0.2942160964012146,116,0
93.jpg,31,15,8,10,1,1,0,0,1,0.31,test,0.4042274355888366,87,0
94.jpg,39,28,7,10,0,0,0,0,0,0.36,test,0.3292469382286072,137,0
95.jpg,39,25,7,12,1,0,0,0,0,0.71,test,0.2744741439819336,219,0
96.jpg,27,20,5,10,0,0,0,0,1,0.56,test,0.4551689028739929,150,0
97.jpg,50,32,10,12,3,1,0,0,0,0.7,test,0.2581567764282226,274,0
98.jpg,35,26,2,13,0,0,0,0,2,0.3,test,0.4082933366298675,73,1
99.jpg,46,28,9,14,1,0,0,0,2,0.12,test,0.2921288013458252,47,2
100.jpg,40,31,5,12,1,0,0,0,1,0.34,test,0.3633280992507934,98,12
101.jpg,32,20,7,11,0,1,0,0,0,0.78,test,0.2442791163921356,288,4
102.jpg,27,20,2,10,0,0,0,0,0,0.39,test,0.5649054050445557,84,8
103.jpg,51,36,9,12,0,1,0,0,0,0.66,test,0.2784957587718963,174,10
104.jpg,57,41,6,12,1,0,0,0,1,0.67,test,0.2467480152845382,230,13
105.jpg,53,42,5,11,1,0,0,0,1,0.39,test,0.3378508388996124,114,14
106.jpg,26,17,4,7,0,3,0,0,0,0.58,test,0.5715810656547546,272,6
107.jpg,26,19,4,7,0,0,0,0,0,0.55,test,0.4874802231788635,142,6
108.jpg,40,30,4,9,0,0,0,0,1,0.39,test,0.2665855586528778,108,2
109.jpg,50,37,5,11,0,1,0,0,1,0.54,test,0.3667521774768829,190,5
110.jpg,30,20,8,7,0,1,0,0,0,0.26,test,0.4499486684799194,273,2
111.jpg,40,27,6,14,1,0,0,0,2,0.39,test,0.3399154245853424,99,7
112.jpg,32,19,5,10,2,0,0,0,0,0.13,test,0.4105753302574157,16,1
113.jpg,56,37,10,13,1,0,0,0,2,0.39,test,0.2549985647201538,170,5
114.jpg,29,17,9,8,1,1,0,0,1,0.36,test,0.3337924182415008,113,3
115.jpg,54,36,11,12,1,1,0,0,0,0.75,test,0.2750014960765838,411,1
116.jpg,56,42,7,12,1,1,0,0,2,0.53,test,0.3264429569244385,142,1
117.jpg,50,30,10,14,0,1,0,0,1,1.0,test,0.2562987208366394,331,6
118.jpg,37,24,7,12,1,0,0,0,3,0.19,test,0.3428708612918854,61,4
119.jpg,50,38,8,6,0,2,0,0,1,0.58,test,0.3327682018280029,218,3
120.jpg,34,19,8,17,1,0,0,0,3,0.14,test,0.313004195690155,46,5
121.jpg,42,29,6,8,0,0,0,0,2,0.49,test,0.2881001234054565,166,3
122.jpg,47,29,7,16,0,1,0,0,2,0.68,test,0.3207000195980072,112,4
123.jpg,47,29,7,16,0,1,0,0,1,0.44,test,0.2839375734329223,143,7
124.jpg,57,41,6,17,0,1,0,0,0,0.5,test,0.2650568187236786,202,4
125.jpg,54,42,4,8,0,1,0,0,2,0.46,test,0.2954786121845245,164,9
126.jpg,40,29,10,9,1,1,0,0,1,0.71,test,0.3178489208221435,272,3
127.jpg,35,21,8,11,0,0,0,0,1,0.36,test,0.3671888411045074,113,4
128.jpg,49,35,5,15,0,3,0,0,1,0.5,test,0.2214807868003845,126,14
129.jpg,53,39,8,10,0,1,0,0,2,0.56,test,0.310375452041626,255,18
130.jpg,49,39,5,11,0,1,0,0,2,0.39,test,0.3961140811443329,148,5
131.jpg,38,26,4,10,0,0,0,0,1,0.23,test,0.2309737652540207,80,4
132.jpg,57,40,9,12,1,0,0,0,3,0.68,test,0.3050638735294342,219,11
133.jpg,48,35,6,13,0,0,0,0,0,0.45,test,0.2763344645500183,102,6
134.jpg,55,32,10,16,1,1,0,0,1,0.63,test,0.2389598041772842,157,9
135.jpg,40,28,8,12,0,0,0,0,0,0.79,test,0.3127945065498352,205,4
136.jpg,48,33,7,12,0,0,0,0,2,0.37,test,0.3260197937488556,65,18
137.jpg,38,25,8,12,1,1,0,0,0,0.36,test,0.3363339900970459,139,9
138.jpg,48,32,6,14,2,1,0,0,1,0.44,test,0.362770140171051,305,7
139.jpg,32,23,7,10,0,0,0,0,1,0.44,test,0.4040302634239197,85,10
140.jpg,31,22,4,9,1,0,0,0,2,0.62,test,0.41592538356781,161,21
141.jpg,45,34,7,12,0,0,0,0,2,0.52,test,0.3418937623500824,151,6
142.jpg,44,29,10,14,0,0,0,0,2,0.43,test,0.3365062177181244,95,11
143.jpg,29,21,6,9,1,0,0,0,2,0.49,test,0.4201080799102783,197,8
144.jpg,34,26,6,9,0,0,0,0,2,0.29,test,0.3632359802722931,104,5
145.jpg,53,36,9,13,1,1,0,0,2,0.3,test,0.2519518733024597,151,4
146.jpg,34,18,9,9,0,1,0,0,0,0.76,test,0.2668119072914123,222,3
147.jpg,23,14,6,11,1,0,0,1,1,0.24,test,0.5156763195991516,199,13
148.jpg,16,9,4,8,0,0,0,0,2,0.0,test,0.4699010550975799,204,4
149.jpg,33,22,3,10,2,0,0,0,2,0.26,test,0.3475707173347473,71,19
150.jpg,29,22,5,9,1,0,0,0,0,0.12,test,0.3934362232685089,139,4
151.jpg,44,36,5,7,0,1,0,0,1,0.33,test,0.3327474892139435,104,13
152.jpg,29,19,5,11,0,0,0,0,0,0.28,test,0.4886401891708374,145,16
153.jpg,39,28,4,13,0,1,0,0,2,0.35,test,0.4378128051757812,93,11
154.jpg,66,46,11,15,1,1,0,0,0,0.47,test,0.2907088100910187,145,8
155.jpg,37,26,6,14,0,0,0,0,1,0.44,test,0.400794506072998,133,11
156.jpg,27,20,1,6,0,0,0,2,0,0.44,test,0.5061450600624084,135,21
157.jpg,37,28,6,8,0,0,0,0,0,0.11,test,0.2433830946683883,18,34
158.jpg,36,23,6,10,0,0,0,0,1,0.51,test,0.2539675235748291,125,13
159.jpg,35,25,4,11,0,0,0,0,1,0.19,test,0.433991402387619,86,5
160.jpg,44,24,11,13,0,0,0,0,1,0.63,test,0.2924167215824127,168,5
161.jpg,57,39,9,13,0,1,0,0,2,0.65,test,0.2555548548698425,160,5
162.jpg,45,28,7,13,0,0,0,0,3,0.45,test,0.3108991384506225,143,4
163.jpg,42,30,6,12,1,0,0,0,0,0.82,test,0.2095762640237808,227,5
164.jpg,53,39,7,13,0,1,0,0,1,0.75,test,0.2672253251075744,312,6
165.jpg,41,25,10,11,1,1,0,0,0,0.24,test,0.2493383288383484,130,8
166.jpg,21,15,3,9,1,0,0,0,1,0.16,test,0.5403999090194702,59,4
167.jpg,49,33,11,15,0,0,0,0,1,0.59,test,0.2810576558113098,271,4
168.jpg,48,36,8,12,0,1,0,1,2,0.64,test,0.3616314828395843,170,3
169.jpg,40,29,7,13,2,0,0,0,2,0.21,test,0.2838805615901947,89,5
170.jpg,43,29,12,14,1,0,0,0,2,0.23,test,0.3349344432353973,168,5
171.jpg,44,30,2,18,0,0,0,0,1,0.49,test,0.3368358612060547,166,6
172.jpg,52,39,3,13,1,0,0,0,1,0.66,test,0.3147855401039123,216,15
173.jpg,56,39,6,15,0,0,0,0,4,0.27,test,0.2888375520706177,107,12
174.jpg,24,14,7,9,0,0,0,0,3,0.29,test,0.4915774464607239,62,6
175.jpg,59,42,6,14,1,2,0,0,0,0.32,test,0.2048831433057785,170,12
176.jpg,39,23,6,15,0,0,0,0,2,0.33,test,0.3427211344242096,174,3
177.jpg,62,45,5,16,2,0,0,0,2,0.67,test,0.325219988822937,244,1
178.jpg,49,30,8,15,0,1,0,0,1,0.09,test,0.2381292283535003,242,20
179.jpg,22,18,4,7,0,0,0,0,1,0.15,test,0.4171431362628937,42,9
180.jpg,36,24,6,10,0,0,0,0,3,0.11,test,0.3531932532787323,164,5
181.jpg,54,38,7,18,1,0,0,0,2,0.75,test,0.2602740228176117,254,4
182.jpg,45,28,5,19,0,1,0,0,2,0.1,test,0.261590838432312,51,4
183.jpg,46,33,4,10,1,1,0,0,1,0.45,test,0.3398741483688354,177,37
184.jpg,47,32,7,13,0,0,0,0,2,0.86,test,0.2460842877626419,286,9
185.jpg,45,31,7,12,0,1,0,0,1,0.59,test,0.3161348700523376,172,10
186.jpg,44,34,4,9,0,0,0,0,1,0.87,test,0.3624119460582733,401,20
187.jpg,53,42,2,11,1,0,0,0,0,0.26,test,0.4027953147888183,107,12
188.jpg,35,24,7,11,0,0,0,0,0,0.19,test,0.3466961681842804,51,0
189.jpg,30,22,3,9,2,0,0,0,0,0.36,test,0.4136301875114441,413,4
190.jpg,52,33,10,14,2,1,0,0,1,0.81,test,0.263010561466217,257,2
191.jpg,54,36,8,12,0,0,0,0,3,0.45,test,0.2192723602056503,142,1
192.jpg,42,34,9,8,1,1,0,0,1,0.46,test,0.3665892481803894,148,5
193.jpg,31,22,6,10,0,0,0,0,2,0.4,test,0.4544382393360138,75,6
194.jpg,26,13,5,14,1,0,0,0,0,0.24,test,0.3593633472919464,138,10
195.jpg,40,25,11,12,0,0,0,0,3,0.19,test,0.2373650968074798,126,3
196.jpg,36,22,7,11,1,0,0,0,0,0.22,test,0.4328145384788513,70,1
197.jpg,46,29,10,10,0,0,0,0,1,0.46,test,0.2945847809314728,102,18
198.jpg,49,33,6,15,2,0,0,0,1,0.32,test,0.2285044193267822,71,5
199.jpg,33,23,7,9,0,0,0,0,0,0.67,test,0.3814428746700287,180,2
