image_id,matrix_index,rating,standardized_rating,normalized_rating,rank,standardized_rank,normalized_rank,parameter,std_error,ci_lower,ci_upper,p_value
2322107,24,0.008019305099085812,0.7921,0.7921,13,0.0603,0.9397,0.5350087714276679,0.10229607302502333,0.33451215253874284,0.7355053903165929,1.6950726555720053e-07
2366401,101,0.007958808523130875,0.7839,0.7839,14,0.0653,0.9347,0.5274363049314119,0.10216135543332683,0.32720372767029593,0.7276688821925279,2.433128254430983e-07
2333576,38,0.007946805009974387,0.7823,0.7823,15,0.0704,0.9296,0.5259269616532934,0.08983877611355287,0.34984619605557254,0.7020077272510143,4.795427610559955e-09
2378719,119,0.007867666889928068,0.7715,0.7715,16,0.0754,0.9246,0.5159185616082127,0.09191604271847113,0.3357664282785642,0.6960706949378612,1.9892598457360577e-08
2362260,96,0.007761173888064029,0.7571,0.7571,17,0.0804,0.9196,0.502290596291891,0.09688101180667355,0.3124073023650111,0.6921738902187708,2.1646335479630352e-07
2323271,28,0.007725141089767053,0.7523,0.7523,18,0.0854,0.9146,0.49763708596704,0.09817925778755607,0.30520927667455644,0.6900648952595235,4.00630221886189e-07
2349737,67,0.007662994780522546,0.7438,0.7438,19,0.0905,0.9095,0.48955987016337343,0.10509257580513494,0.28358220654276345,0.6955375337839834,3.1872639878471887e-06
2325751,35,0.007654418991184414,0.7427,0.7427,20,0.0955,0.9045,0.4884401262742296,0.105275903255941,0.28210314745266224,0.6947771050957969,3.490513697634867e-06
2334681,41,0.007557121723289234,0.7295,0.7295,21,0.1005,0.8995,0.4756473925673547,0.10812225328801106,0.26373167019553556,0.6875631149391739,1.0866929403663406e-05
2322663,27,0.007515228062868917,0.7238,0.7238,22,0.1055,0.8945,0.4700883697341055,0.10824124113831454,0.2579394354610937,0.6822373040071172,1.4056988730359876e-05
2361786,94,0.007504502679824677,0.7224,0.7224,23,0.1106,0.8894,0.4686601970123698,0.1106499972291105,0.2517901875538564,0.6855302064708831,2.280241327046184e-05
2328910,37,0.007463326013067397,0.7168,0.7168,24,0.1156,0.8844,0.4631581604139441,0.09232625008490034,0.2822020354199013,0.6441142854079869,5.261081978957804e-07
2372788,114,0.0074257156406817544,0.7117,0.7117,25,0.1206,0.8794,0.45810606193016346,0.10331234887756367,0.25561757897190157,0.6605945448884254,9.242126414399365e-06
2343531,53,0.007334944444473499,0.6994,0.6994,26,0.1256,0.8744,0.4458068368365207,0.10150156645947257,0.24686742220155575,0.6447462514714857,1.1225184684882095e-05
2410826,192,0.0072238922900958215,0.6844,0.6844,27,0.1307,0.8693,0.4305509052971465,0.09759802757303132,0.23926228629185797,0.621839524302435,1.0267052736434579e-05
2324373,29,0.0071228460253260845,0.6707,0.6707,28,0.1357,0.8643,0.4164643675167247,0.08684700477517623,0.2462473659922012,0.5866813690412482,1.623669513950432e-06
2361431,92,0.007013770490242788,0.6559,0.6559,29,0.1407,0.8593,0.4010324288202791,0.08999485378045516,0.2246457566166387,0.5774191010239196,8.343661185072904e-06
2345568,58,0.007007096097138931,0.655,0.655,30,0.1457,0.8543,0.40008036304511235,0.09038936254023258,0.2229204678807226,0.5772402582095021,9.591268887776394e-06
2324752,31,0.006983138296196979,0.6518,0.6518,31,0.1508,0.8492,0.39665542766697826,0.09851258273964959,0.2035743134732429,0.5897365418607137,5.662664447303456e-05
2410734,191,0.006896246059137189,0.64,0.64,32,0.1558,0.8442,0.38413421345673326,0.09439743381777133,0.19911864294089812,0.5691497839725684,4.7148732744028976e-05
2348685,62,0.006865537130095931,0.6359,0.6359,33,0.1608,0.8392,0.379671277281942,0.1007058687613311,0.18229140147791573,0.5770511530859683,0.00016318162021655702
498069,11,0.006865411377010107,0.6358,0.6358,34,0.1658,0.8342,0.37965296054500824,0.09486584930445971,0.19371931254546307,0.5655866085445534,6.280976997197207e-05
2394751,155,0.0068342614428746696,0.6316,0.6316,35,0.1709,0.8291,0.375105408464418,0.0935823305710923,0.1916874109557554,0.5585234059730806,6.115919081262078e-05
2336813,45,0.006827921676126475,0.6308,0.6308,36,0.1759,0.8241,0.3741773331856689,0.09381018147646816,0.1903127561086248,0.558041910262713,6.644634040697817e-05
2326294,36,0.006802217322987299,0.6273,0.6273,37,0.1809,0.8191,0.37040563524293785,0.0951283399197848,0.18395751509107575,0.5568537553948,9.870782414833634e-05
498002,10,0.006775884118139793,0.6237,0.6237,38,0.1859,0.8141,0.36652685469665974,0.09719810467149893,0.17602207017496746,0.5570316392183521,0.00016264293743795122
2410242,187,0.006693782567659534,0.6126,0.6126,39,0.191,0.809,0.35433611988789776,0.0975748387269215,0.1630929501858275,0.545579289589968,0.00028185597029262155
2406500,180,0.006651647862833245,0.6069,0.6069,40,0.196,0.804,0.348021622195475,0.09075384393919232,0.17014735661608937,0.5258958877748606,0.00012567337156133007
2320626,22,0.00660045568232527,0.6,0.6,41,0.201,0.799,0.34029568872809457,0.09983670429930516,0.1446193439662813,0.5359720334899079,0.0006531561272757891
2410682,190,0.006590556866820985,0.5986,0.5986,42,0.206,0.794,0.3387948460406181,0.10890662633778943,0.12534178074078955,0.5522479113404466,0.0018653420233543105
2342925,51,0.0065740611969138975,0.5964,0.5964,43,0.2111,0.7889,0.3362887834324301,0.09395382235846132,0.15214267539997187,0.5204348914648884,0.0003445176598588784
2411092,193,0.006565438481877018,0.5952,0.5952,44,0.2161,0.7839,0.3349762956687436,0.09432034175054715,0.15011182282816157,0.5198407685093256,0.000383079001128106
4276,5,0.006557117227573655,0.5941,0.5941,45,0.2211,0.7789,0.3337080586571508,0.08979030807743739,0.15772228866461763,0.5096938286496839,0.00020198047173858313
150406,8,0.006534907603870377,0.5911,0.5911,46,0.2261,0.7739,0.33031520762079736,0.09982726291767308,0.13465736762694724,0.5259730476146475,0.000936740844460715
1592977,13,0.006517516208891925,0.5887,0.5887,47,0.2312,0.7688,0.32765035310489427,0.10643791012902408,0.11903588266229606,0.5362648235474925,0.0020816858433347907
2397109,163,0.0064386267589705394,0.5781,0.5781,48,0.2362,0.7638,0.3154722804959973,0.08464940373068294,0.14956249787106823,0.48138206312092635,0.0001939181986256866
2402386,172,0.006419691669522006,0.5755,0.5755,49,0.2412,0.7588,0.31252708929685474,0.09482950647618514,0.12666467193182404,0.4983895066618854,0.0009818606220999282
2345351,57,0.00637996169249104,0.5701,0.5701,50,0.2462,0.7538,0.3063190923294249,0.100246000356759,0.10984054203598784,0.502797642622862,0.002245552993301869
2324489,30,0.006364539616762987,0.568,0.568,51,0.2513,0.7487,0.30389889825803373,0.09062011960562291,0.12628672755630077,0.4815110689597667,0.0007978264634922461
2343496,52,0.006358936544490176,0.5673,0.5673,52,0.2563,0.7437,0.3030181526875627,0.09276415099748023,0.12120375767606614,0.48483254769905926,0.0010886900481090755
2367829,105,0.006226415563455368,0.5493,0.5493,53,0.2613,0.7387,0.2819578155537346,0.1011864828627515,0.08363595342046229,0.48027967768700697,0.005327788702801817
2363897,99,0.006224128503762603,0.549,0.549,54,0.2663,0.7337,0.281590432456877,0.09516101326207414,0.09507827373087321,0.4681025911828808,0.0030854445335979364
2355298,78,0.0061795284774181555,0.543,0.543,55,0.2714,0.7286,0.27439896970884675,0.10526531909709172,0.06808273545743063,0.4807152039602629,0.009140962264664987
2349948,68,0.0061664862391421,0.5412,0.5412,56,0.2764,0.7236,0.27228618377313485,0.13510957223853087,0.007476288219001592,0.5370960793272681,0.04387333123989956
2317284,17,0.006153911194605055,0.5395,0.5395,57,0.2814,0.7186,0.27024484558231515,0.09439370056277348,0.08523659211182091,0.4552530990528094,0.0041971116936132535
2414925,198,0.006023422784724417,0.5218,0.5218,58,0.2864,0.7136,0.24881266594027956,0.10181605980754434,0.04925685566971652,0.44836847621084264,0.014535625649942707
2358223,86,0.006009499403770563,0.52,0.52,59,0.2915,0.7085,0.2464984504987197,0.10876084662886744,0.033331108178054986,0.45966579281938447,0.02342529074212729
4360,6,0.005996100744525533,0.5181,0.5181,60,0.2965,0.7035,0.24426638135726084,0.09709908816133085,0.05395566562937282,0.43457709708514886,0.011881636909643278
2385156,134,0.0059691794103317675,0.5145,0.5145,61,0.3015,0.6985,0.2397664650538579,0.1087847115347883,0.026552348377093832,0.45298058173062195,0.02752113717587301
2334576,39,0.00596535255002293,0.514,0.514,62,0.3065,0.6935,0.23912515621113037,0.09636384676101761,0.050255487147799094,0.42799482527446164,0.0130837299115103
1518,1,0.005942568771931749,0.5109,0.5109,63,0.3116,0.6884,0.2352984923832885,0.09597733095647834,0.04718638037630973,0.4234106043902673,0.014222073597427443
3173,3,0.005930395959723939,0.5093,0.5093,64,0.3166,0.6834,0.2332479823804252,0.09647025813072539,0.044169750864921115,0.4223262138959293,0.015613681496797982
2412854,196,0.005909444045947669,0.5064,0.5064,65,0.3216,0.6784,0.22970875623602685,0.09621570490302694,0.041129439878960145,0.41828807259309353,0.016966395606134554
2355303,79,0.005905388576399148,0.5059,0.5059,66,0.3266,0.6734,0.229022251426788,0.09864496304935469,0.03568167659376839,0.4223628262598076,0.020250055957349522
2383460,131,0.0058731636652623685,0.5015,0.5015,67,0.3317,0.6683,0.22355044285836964,0.10243675506116166,0.02277809224534169,0.42432279347139756,0.02908544621553899
2375842,117,0.0057866827491336,0.4898,0.4898,68,0.3367,0.6633,0.20871619909089073,0.08744488984472049,0.03732736436316625,0.3801050338186152,0.016994288099807298
2401046,170,0.005749816255138897,0.4848,0.4848,69,0.3417,0.6583,0.2023248979731507,0.10482111147997934,-0.003120705347066821,0.4077705012933682,0.05358302033356632
2408800,183,0.005729008014499193,0.482,0.482,70,0.3467,0.6533,0.19869939366306472,0.09918653038693605,0.004297366353182397,0.39310142097294704,0.04514616026767637
2317281,16,0.005718057230484866,0.4805,0.4805,71,0.3518,0.6482,0.19678610198164617,0.08557650068601412,0.02905924271409127,0.3645129612492011,0.021474615740198377
2321128,23,0.005682479474402934,0.4757,0.4757,72,0.3568,0.6432,0.19054466396890424,0.09405504134224697,0.006200170373674346,0.3748891575641341,0.042776607189989324
2367096,104,0.005666128758860524,0.4735,0.4735,73,0.3618,0.6382,0.18766312527798765,0.09600959690399573,-0.0005122268240522476,0.3758384773800275,0.05062689688377131
2322592,26,0.005655364768508509,0.472,0.472,74,0.3668,0.6332,0.18576161050534265,0.09412869780517581,0.0012727528955436274,0.3702504681151417,0.04844028675456635
2413212,197,0.00564533891152734,0.4707,0.4707,75,0.3719,0.6281,0.18398723257357807,0.099192093231253,-0.010425697710817083,0.37840016285797323,0.06361652871179557
2348722,63,0.005571275404940021,0.4606,0.4606,76,0.3769,0.6231,0.1707810045779169,0.0921469353824012,-0.009823670057329037,0.3513856792131628,0.06383145986092353
2368430,106,0.005553666803865289,0.4582,0.4582,77,0.3819,0.6181,0.16761539428547478,0.08582593401718365,-0.0006003453277162452,0.3358311338986658,0.05082326066157261
2325679,33,0.005548987433234594,0.4576,0.4576,78,0.3869,0.6131,0.16677246595359385,0.09991097983484686,-0.02904945618281357,0.3625943880900013,0.09507565139155938
2410490,189,0.0054785750799494675,0.4481,0.4481,79,0.392,0.608,0.15400204454383684,0.09930360785086417,-0.04062945037874591,0.3486335394664196,0.12094476976163415
1715,2,0.005471639482338243,0.4471,0.4471,80,0.397,0.603,0.15273529337668623,0.09314111978305582,-0.029817946877834317,0.3352885336312068,0.10104120880630019
4527,7,0.005416500697732619,0.4397,0.4397,81,0.402,0.598,0.1426069785221178,0.09852923013016736,-0.050506763957468975,0.3357207210017046,0.14779694085727457
2406860,181,0.005415029374307898,0.4395,0.4395,82,0.407,0.593,0.1423353043590061,0.1089682094501594,-0.0712384616231235,0.3559090703411357,0.19148134183918009
2345685,59,0.00540205961006597,0.4377,0.4377,83,0.4121,0.5879,0.1399372894261795,0.09698997685388883,-0.05015957206881605,0.33003415092117505,0.14907638100380916
2410043,186,0.005397631464601601,0.4371,0.4371,84,0.4171,0.5829,0.13911723898549436,0.09393534053025157,-0.04499264532930436,0.3232271233002931,0.13860941127665538
2371274,110,0.005361499456343478,0.4322,0.4322,85,0.4221,0.5779,0.13240068458048107,0.0987574238926818,-0.06116030945513068,0.3259616786160928,0.18002903621157063
3700,4,0.005328644607806141,0.4278,0.4278,86,0.4271,0.5729,0.12625391017110082,0.10506834427115107,-0.07967626051561058,0.33218408085781226,0.22950456792174823
2381839,126,0.005309978589037416,0.4253,0.4253,87,0.4322,0.5678,0.12274480235187607,0.10227366550180998,-0.07770789859856808,0.3231975033023202,0.23007705514467203
2336669,44,0.005233975613058949,0.415,0.415,88,0.4372,0.5628,0.10832814406810477,0.10800249838769893,-0.10335286301213038,0.32000915114833994,0.3158535428870781
2398851,166,0.005232317030219503,0.4147,0.4147,89,0.4422,0.5578,0.10801120608254322,0.09877990086114147,-0.08559384200173112,0.3016162541668176,0.2741948335391686
2348072,61,0.005199855583492892,0.4103,0.4103,90,0.4472,0.5528,0.10178785209900976,0.09403511760460358,-0.08251759168800166,0.28609329588602117,0.279054798334353
2351394,69,0.0051762050778992545,0.4071,0.4071,91,0.4523,0.5477,0.09722917663956193,0.10154812937250819,-0.10180149962796811,0.296259852907092,0.33833063194196167
2370000,109,0.005045680396453943,0.3895,0.3895,92,0.4573,0.5427,0.0716895095158169,0.08942722623858267,-0.10358463314912045,0.24696365218075425,0.4227543228984938
2395119,156,0.005043149749514038,0.3891,0.3891,93,0.4623,0.5377,0.07118783648606683,0.09599033718293361,-0.11694976725633904,0.2593254402284727,0.45832086898559243
2410466,188,0.005037054054068908,0.3883,0.3883,94,0.4673,0.5327,0.06997839740984513,0.09406448875260684,-0.11438461276943726,0.2543414075891275,0.4569123782295188
2342911,50,0.004998545381040474,0.3831,0.3831,95,0.4724,0.5276,0.06230394561816092,0.09668738573157085,-0.12719984817504984,0.2518077394113717,0.5193255101421952
2358119,84,0.004984259830998401,0.3811,0.3811,96,0.4774,0.5226,0.05944191245413581,0.098875152343494,-0.13434982510502358,0.2532336500132952,0.5477191046039263
2391922,150,0.004850621486877463,0.3631,0.3631,97,0.4824,0.5176,0.03226383766667593,0.09321159353112604,-0.1504275285959178,0.21495520392926964,0.7292409165082279
2336038,43,0.0048327317002508485,0.3606,0.3606,98,0.4874,0.5126,0.02856887650299464,0.08935076938548346,-0.14655541348349702,0.2036931664894863,0.7491666097730318
2412446,195,0.004757378543981163,0.3504,0.3504,99,0.4925,0.5075,0.01285378978615781,0.11258921816835392,-0.20781702287133857,0.2335246024436542,0.9091067028644535
2345022,56,0.004735856975417758,0.3475,0.3475,100,0.4975,0.5025,0.008319696980929776,0.10150380101250431,-0.19062409729749893,0.20726349125935847,0.9346750319935113
2383872,132,0.004712510504160512,0.3444,0.3444,101,0.5025,0.4975,0.0033777810737246755,0.10416625932063338,-0.20078433559897646,0.20753989774642584,0.9741316703858536
2362623,97,0.00460433449108172,0.3297,0.3297,102,0.5075,0.4925,-0.019844860200255887,0.09580221943870162,-0.20761375993911416,0.16792403953860238,0.8358973573406658
2403091,175,0.004599348582220571,0.329,0.329,103,0.5126,0.4874,-0.020928319791200065,0.09854661953014177,-0.21407614486844945,0.1722195052860493,0.831818592719276
1510,0,0.004578652855037195,0.3262,0.3262,104,0.5176,0.4824,-0.025438182292777334,0.09377641746352525,-0.2092365831204798,0.15836021853492513,0.7861878598298391
2397554,164,0.004568760223998604,0.3249,0.3249,105,0.5226,0.4774,-0.027601118373138722,0.09568146384974756,-0.2151333415067151,0.15993110476043765,0.7729878993736436
2396053,159,0.004529959465966984,0.3196,0.3196,106,0.5276,0.4724,-0.03613000915274672,0.09092533460056207,-0.214340390252102,0.14208037194660855,0.6911026712513504
2386949,142,0.004420065244978964,0.3048,0.3048,107,0.5327,0.4673,-0.06068854340938075,0.09924580303584996,-0.2552067429764026,0.13382965615764114,0.5408703864915165
2389493,147,0.004412912936658549,0.3038,0.3038,108,0.5377,0.4623,-0.062307999438026465,0.0986626878748003,-0.25568331429055174,0.1310673154144988,0.5276970068918563
2386422,139,0.004309992893795144,0.2899,0.2899,109,0.5427,0.4573,-0.08590674535462958,0.09187478356999165,-0.2659780122392255,0.09416452152996635,0.34976685710263045
2352869,74,0.004298592632089904,0.2883,0.2883,110,0.5477,0.4523,-0.0885553264334479,0.09806863123544263,-0.2807663116680552,0.10365565880115943,0.3665293995130279
2383202,130,0.004285640237776786,0.2866,0.2866,111,0.5528,0.4472,-0.0915730460920034,0.10143482761483075,-0.2903816549951006,0.10723556281109378,0.3666441728401193
2396444,160,0.004264605034669298,0.2837,0.2837,112,0.5578,0.4422,-0.09649343021574236,0.08947428886637798,-0.2718598139361763,0.07887295350469162,0.2808335651309557
2349701,66,0.0042092102974686,0.2762,0.2762,113,0.5628,0.4372,-0.10956794839655629,0.11228540442757698,-0.3296432970641215,0.11050740027100892,0.3291642435601325
2381982,127,0.004196378074302345,0.2745,0.2745,114,0.5678,0.4322,-0.11262121071862907,0.0953846776866104,-0.29957174366134676,0.07432932222408861,0.23771974767553772
2361963,95,0.004165460810739946,0.2703,0.2703,115,0.5729,0.4271,-0.12001609236559638,0.09919485862489477,-0.3144344427219325,0.07440225799073974,0.22631636613493766
2366422,102,0.004156735508761333,0.2691,0.2691,116,0.5779,0.4221,-0.12211296795964616,0.09345146374201962,-0.3052744711965553,0.061048535277263005,0.19131483578386366
2322354,25,0.004141020435839299,0.267,0.267,117,0.5829,0.4171,-0.12590076114520704,0.08537415645794046,-0.29323103301325804,0.041429510722843926,0.14029481459417026
2344795,55,0.004115156543887858,0.2635,0.2635,118,0.5879,0.4121,-0.13216612503497982,0.09626758501319065,-0.3208471245394814,0.05651487446952172,0.16978228173868315
2360064,90,0.0040954895441477415,0.2608,0.2608,119,0.593,0.407,-0.13695674373718975,0.08380213583114542,-0.3012059117937683,0.02729242431938886,0.10219859560233635
2318319,19,0.004090172816131276,0.2601,0.2601,120,0.598,0.402,-0.13825577820260473,0.0889427002005871,-0.31258026728349886,0.03606871087828942,0.12008033620987524
2371682,111,0.004073914893324023,0.2579,0.2579,121,0.603,0.397,-0.14223857331137657,0.09846449478566258,-0.3352254368472072,0.05074829022445404,0.1485795091805906
2388442,146,0.004071965469011068,0.2576,0.2576,122,0.608,0.392,-0.14271720159057003,0.11767032213375618,-0.3733467950219585,0.08791239184081845,0.22518473314816756
2402092,171,0.004048376483508276,0.2544,0.2544,123,0.6131,0.3869,-0.1485270682177758,0.10151597222808133,-0.34749471764038353,0.05044058120483194,0.14344258021377598
2415569,199,0.004022738847975061,0.251,0.251,124,0.6181,0.3819,-0.15488002458334318,0.0,-0.15488002458334318,-0.15488002458334318,0.0
2399197,167,0.004001762055934277,0.2481,0.2481,125,0.6231,0.3769,-0.16010822259183863,0.09641458960209018,-0.34907734579614536,0.0288609006124681,0.09678931685383896
2320061,21,0.0039395125305165275,0.2397,0.2397,126,0.6281,0.3719,-0.17578600826116042,0.09465462998582427,-0.361305674003341,0.009733657481020203,0.06329257791646992
2368853,107,0.003853708406336783,0.2281,0.2281,127,0.6332,0.3668,-0.19780709357371046,0.09874287355547615,-0.3913395694724362,-0.004274617674984688,0.04514999183082269
2349585,65,0.003847770176166936,0.2273,0.2273,128,0.6382,0.3618,-0.1993491952060218,0.10062493315402724,-0.3965704401346656,-0.0021279502773779713,0.047578789916198794
2390624,149,0.0037970394996183292,0.2204,0.2204,129,0.6432,0.3568,-0.2126213166527644,0.0945181178661395,-0.3978734235569097,-0.027369209748619144,0.024478813191302295
2366216,100,0.0037789664171306112,0.218,0.218,130,0.6482,0.3518,-0.2173924630775957,0.10473552074693337,-0.4226703116436327,-0.012114614511558652,0.037927942321255514
2384477,133,0.0037789066581110932,0.218,0.218,131,0.6533,0.3467,-0.21740827679103708,0.11273191885121137,-0.4383587776475033,0.0035422240654291726,0.053787705091391746
2393443,153,0.003718415056143727,0.2098,0.2098,132,0.6583,0.3417,-0.23354548337828646,0.0985264178407606,-0.42665371387192186,-0.040437252884651026,0.017769599981448447
2382025,128,0.003707412140892631,0.2083,0.2083,133,0.6633,0.3367,-0.23650890361722154,0.10239790061329164,-0.4372051009117851,-0.03581270632265801,0.020904513141279946
2386608,140,0.0036656213616691057,0.2026,0.2026,134,0.6683,0.3317,-0.24784514039232536,0.09443242793971157,-0.432929298126834,-0.06276098265781674,0.00867567762260002
2378347,118,0.0036572623628457327,0.2015,0.2015,135,0.6734,0.3266,-0.25012812146055746,0.09632542616864094,-0.43892248754656576,-0.06133375537454916,0.009412441220693957
2352698,73,0.00364193746680616,0.1994,0.1994,136,0.6784,0.3216,-0.2543271895542717,0.10220635532687665,-0.4546479649860534,-0.054006414122489965,0.012833028167440697
2325199,32,0.0036381739928490627,0.1989,0.1989,137,0.6834,0.3166,-0.255361095233657,0.10632422358977026,-0.46375274415379075,-0.04696944631352329,0.016318159527887177
2339617,46,0.003628088431721107,0.1975,0.1975,138,0.6884,0.3116,-0.2581370939563578,0.09387540909887858,-0.44212951482412355,-0.0741446730885921,0.005963456827037472
2346561,60,0.0036259796651202363,0.1972,0.1972,139,0.6935,0.3065,-0.258718496455513,0.09169349835956804,-0.43843445085674887,-0.07900254205427709,0.004779103924243522
2359046,89,0.0036032960696178265,0.1942,0.1942,140,0.6985,0.3015,-0.2649939992246269,0.091374991713779,-0.4440856920712796,-0.08590230637797419,0.003730776786942336
2393724,154,0.003577996932145455,0.1907,0.1907,141,0.7035,0.2965,-0.27203987303295546,0.09453141262157821,-0.4573180371789438,-0.08676170888696708,0.00400494203930335
2402692,174,0.0035757096769051568,0.1904,0.1904,142,0.7085,0.2915,-0.27267933322981186,0.11277012959206045,-0.49370472576216495,-0.051653940697458794,0.015605635699977416
2404804,176,0.0035581178960689863,0.1881,0.1881,143,0.7136,0.2864,-0.2776112765140693,0.10063059849006924,-0.4748436252973157,-0.08037892773082286,0.005802888078238588
2387449,143,0.0035556013333135836,0.1877,0.1877,144,0.7186,0.2814,-0.27831880032242795,0.09709255059486598,-0.46861670265549826,-0.08802089798935764,0.004149975915862081
2385405,136,0.0035233676882807327,0.1834,0.1834,145,0.7236,0.2764,-0.2874257388363735,0.09538202999412178,-0.4743710823971714,-0.10048039527557565,0.0025832451198308792
2366562,103,0.003520044570550588,0.1829,0.1829,146,0.7286,0.2714,-0.2883693490794209,0.10594025184596523,-0.4960084272106158,-0.08073027094822607,0.006488817294491023
2382750,129,0.003512251065689345,0.1818,0.1818,147,0.7337,0.2663,-0.29058583952722306,0.09681008455795055,-0.4803301186010834,-0.10084156045336273,0.002685585290798098
2372606,113,0.0034894313280037868,0.1788,0.1788,148,0.7387,0.2613,-0.2971042210252494,0.09536087752001185,-0.4840081064986079,-0.11020033555189093,0.001835849914794796
2372121,112,0.00346957934408486,0.1761,0.1761,149,0.7437,0.2563,-0.3028096405757682,0.1027795799192584,-0.5042539155636708,-0.10136536558786557,0.0032169984064434054
2358409,87,0.0034689344438989037,0.176,0.176,150,0.7487,0.2513,-0.30299553058262546,0.1090944654789872,-0.5168167538340886,-0.08917430733116233,0.005480101196846832
2407575,182,0.0034156385887957955,0.1688,0.1688,151,0.7538,0.2462,-0.3184785299011872,0.10239456752678751,-0.5191681944662453,-0.11778886533612912,0.0018689304968613207
2369390,108,0.003415454517240629,0.1687,0.1687,152,0.7588,0.2412,-0.3185324221706538,0.08852250309414117,-0.492033340056506,-0.1450315042848016,0.0003202776077573244
2381061,125,0.003409682554556819,0.168,0.168,153,0.7638,0.2362,-0.3202238062407808,0.10036059393293444,-0.5169269558163814,-0.12352065666518022,0.001419126189327713
2325748,34,0.003405715266334743,0.1674,0.1674,154,0.7688,0.2312,-0.3213880196218451,0.09648615663629237,-0.5104974116356684,-0.13227862760802173,0.0008655834440363108
2392957,152,0.003390308869167324,0.1653,0.1653,155,0.7739,0.2261,-0.3259219716068038,0.10172326235825994,-0.5252959022189123,-0.12654804099469535,0.001355295195250017
2387494,144,0.0033881373682078915,0.165,0.165,156,0.7789,0.2211,-0.3265626792137311,0.0939079259003103,-0.5106188318411955,-0.14250652658626678,0.0005061559355143963
2386942,141,0.0033544837209643743,0.1605,0.1605,157,0.7839,0.2161,-0.3365451255832738,0.09960849251845125,-0.5317741834737657,-0.14131606769278196,0.0007283498903667418
2354108,76,0.0033533853015691234,0.1603,0.1603,158,0.7889,0.2111,-0.33687262732827766,0.09448030164610335,-0.5220506158031206,-0.1516946388534347,0.0003631175541591869
2385901,137,0.0033227617450427515,0.1562,0.1562,159,0.794,0.206,-0.3460467126488296,0.09551320044907839,-0.5332491455771782,-0.158844279720481,0.00029117767204245304
2334897,42,0.003321518444430826,0.156,0.156,160,0.799,0.201,-0.3464209595472088,0.10004892519635665,-0.5425132496240098,-0.15032866947040782,0.0005351509843301017
2357707,82,0.0033086465393276283,0.1543,0.1543,161,0.804,0.196,-0.35030379543638307,0.11128110703958119,-0.5684107573937089,-0.13219683347905725,0.0016443783727952965
2405882,178,0.0033066174457225123,0.154,0.154,162,0.809,0.191,-0.35091725354579056,0.09754871525015389,-0.5421092221742453,-0.1597252849173358,0.000321470927850509
2387887,145,0.003271642667666144,0.1493,0.1493,163,0.8141,0.1859,-0.36155079706924,0.09081319078367227,-0.5395413803264024,-0.18356021381207757,6.855131778937817e-05
2395162,157,0.00325699612731764,0.1473,0.1473,164,0.8191,0.1809,-0.3660376634376859,0.10568813750548273,-0.573182606541549,-0.15889272033382285,0.0005334441926578837
2396717,161,0.0032569788537449213,0.1473,0.1473,165,0.8241,0.1759,-0.366042966980536,0.09055881312411303,-0.5435349791864907,-0.1885509547745813,5.298663823172234e-05
2400206,168,0.003218593736317901,0.1421,0.1421,166,0.8291,0.1709,-0.37789846438614827,0.0867304763833379,-0.5478870744594923,-0.20790985431280426,1.317616310880787e-05
